使用状态,资产名称,资产类型,唯一码,资产编码,所属产线,使用位置,启用日期,责任部门,使用部门,使用负责人,点巡检配置,点巡检状态
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCJ-4K-62,,,一期生产,2026-05-07,生产部,生产部,成强,1个计划,无记录
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCJ-4K-61,,,一期生产,2026-05-07,生产部,生产部,成强,1个计划,无记录
正常,洗眼器,消防器材>应急设施,HWK-01,,,恒温库,2026-04-16,储运采购部,储运采购部,杨玲,1个计划,正常
正常,洗眼器,消防器材>应急设施,ZSJ-02,,,制水间,2026-04-16,生产部,生产部,邵计,1个计划,正常
正常,洗眼器,消防器材>应急设施,SCJ-04,,,三期生产,2026-04-16,生产部,生产部,陈真敬,1个计划,正常
正常,洗眼器,消防器材>应急设施,ECJ-04,,,二期生产,2026-04-16,生产部,生产部,何毓裕,1个计划,正常
正常,洗眼器,消防器材>应急设施,YCJ-04,,,一期生产,2026-04-16,生产部,生产部,成强,1个计划,正常
正常,洗眼器,消防器材>应急设施,YHY-01,,,一化验,2026-04-14,品管部,品管部,唐兴,1个计划,正常
正常,洗眼器,消防器材>应急设施,ZSJ-01,,,制水间,2026-04-14,生产部,生产部,邵计,1个计划,正常
正常,洗眼器,消防器材>应急设施,WSZ-01,,,污水车间,2026-04-14,生产部,生产部,邵计,1个计划,正常
正常,洗眼器,消防器材>应急设施,SCJ-03,,,三期生产,2026-04-14,生产部,生产部,陈真敬,1个计划,正常
正常,洗眼器,消防器材>应急设施,SCJ-02,,,三期生产,2026-04-14,生产部,生产部,陈真敬,1个计划,正常
正常,洗眼器,消防器材>应急设施,SCJ-01,,,三期生产,2026-04-14,生产部,生产部,陈真敬,1个计划,正常
正常,洗眼器,消防器材>应急设施,ECJ-03,,,二期生产,2026-04-14,生产部,生产部,何毓裕,1个计划,正常
正常,洗眼器,消防器材>应急设施,ECJ-02,,,二期生产,2026-04-14,生产部,生产部,何毓裕,1个计划,正常
正常,洗眼器,消防器材>应急设施,ECJ-01,,,二期生产,2026-04-14,生产部,生产部,何毓裕,1个计划,正常
正常,洗眼器,消防器材>应急设施,YCJ-03,,,一期生产,2026-04-14,生产部,生产部,成强,1个计划,正常
正常,洗眼器,消防器材>应急设施,YCJ-02,,,一期生产,2026-04-14,生产部,生产部,成强,1个计划,正常
正常,洗眼器,消防器材>应急设施,YCJ-01,,,一期生产,2026-03-24,生产部,生产部,成强,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-30,,,二期生产/风机房二层,2026-03-09,生产部,生产部二车间,何毓裕,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,SCJ-MT3-4,,,三期生产/配电房门口一层,2025-03-15,生产部,生产部,张海波,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,SCK-1K-6,,,三仓库/鄂L02684,2026-03-09,储运采购部,储运采购部,吴维辉,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WRC-4K-2,,,,2023-05-15,储运采购部,储运采购部三车间,冯薇薇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WRC-4K-1,,,,2023-05-15,储运采购部,储运采购部三车间,冯薇薇,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,WRC-XHS-2,,,,2026-01-05,储运采购部,储运采购部三车间,冯薇薇,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,WRC-XHS-1,,,,2026-01-05,储运采购部,储运采购部三车间,冯薇薇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,BJK-4K-4,,,,2023-05-15,储运采购部,储运采购部一车间,冯薇薇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,BJK-4K-3,,,,2023-05-15,储运采购部,储运采购部一车间,冯薇薇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,BJK-4K-2,,,,2023-05-15,储运采购部,储运采购部一车间,冯薇薇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,BJK-4K-1,,,,2023-05-15,储运采购部,储运采购部一车间,冯薇薇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-8,,,污水车间/污水处理系统设备,2023-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-7,,,污水车间/污水在线监测设备,2023-06-15,生产部,生产部,邵计,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,SCJ-MT3-3,,,三期生产/配电房门口一层,2025-03-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,ECJ-MT3-6,,,二期生产/4线拆包,2023-03-02,生产部,生产部二车间,何毓裕,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,ECJ-MT3-5,,,二期生产/4线拆包,2023-03-02,生产部,生产部二车间,何毓裕,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,ECJ-MT3-4,,,二期生产/3线拆包,2023-03-02,生产部,生产部二车间,何毓裕,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,ECJ-MT3-3,,,二期生产/3线拆包,2023-03-02,生产部,生产部二车间,何毓裕,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-66,,,二期生产/物资库房,2023-03-02,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-65,,,二期生产/物资库房,2023-03-02,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-80,,,三仓库/咖啡因库房,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-79,,,三仓库/咖啡因库房,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-42,,,三期生产/劳保库房,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-41,,,三期生产/劳保库房,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-29,,,二期生产/车间西侧通道一层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-28,,,二期生产/风机室二层,2025-08-04,生产部,生产部二车间,何毓裕,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-64,,,二期生产/在线化验室外一层,2025-03-13,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-63,,,二期生产/在线化验室外一层,2025-03-13,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SHY-XHS-1,,,三化验/主化验室切割室门口,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,EHY-XHS-1,,,二化验/样品间,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YHY-XHS-1,,,一化验/化验室门禁入口,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-8,,,三化验/样品间,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-7,,,三化验/样品间,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-6,,,三化验/在线化验室,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-5,,,三化验/在线化验室,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-4,,,三化验/无菌室,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-3,,,三化验/无菌室,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-2,,,三化验/主化验室,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SHY-4K-1,,,三化验/主化验室,2025-06-15,品管部,品管部,赵晶晶,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,EHY-4K-6,,,二化验/样品间,2025-06-15,品管部,品管部,唐兴,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,EHY-4K-5,,,二化验/样品间,2025-06-15,品管部,品管部,唐兴,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,EHY-4K-4,,,二化验/在线化验室,2025-06-15,品管部,品管部,唐兴,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,EHY-4K-3,,,二化验/在线化验室,2025-06-15,品管部,品管部,唐兴,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,EHY-4K-2,,,二化验/主化验室,2025-06-15,品管部,品管部,唐兴,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,EHY-4K-1,,,二化验/主化验室,2025-06-15,品管部,品管部,唐兴,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-8,,,一化验/在线化验室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-7,,,一化验/在线化验室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-6,,,一化验/无菌室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-5,,,一化验/无菌室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-4,,,一化验/试剂室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-3,,,一化验/试剂室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-2,,,一化验/主化验室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YHY-4K-1,,,一化验/主化验室,2025-06-15,品管部,品管部,徐华维,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,HWK-XHS-2,,,恒温库/靠称量间一侧角落,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,HWK-XHS-1,,,恒温库/靠消防水泵房一侧角落,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,HWK-35K-2,,,恒温库/靠称量间一侧门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,HWK-35K-1,,,恒温库/靠预留地一侧门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,HWK-4K-4,,,恒温库/靠称量间一侧门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,HWK-4K-3,,,恒温库/靠称量间一侧门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,HWK-4K-2,,,恒温库/靠预留地一侧门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,HWK-4K-1,,,恒温库/靠预留地一侧门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,SCK-1K-5,,,三仓库/鄂L00249,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,SCK-1K-4,,,一仓库/鄂L00509,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,SCK-1K-3,,,三仓库/鄂L00248,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,SCK-1K-2,,,三仓库/鄂L00254,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,SCK-1K-1,,,三仓库/鄂L00253,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-42,,,三仓库/仓库办公室门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-41,,,三仓库/纸皮区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-40,,,三仓库/纸皮区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-39,,,三仓库/空罐区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-38,,,三仓库/热缩膜区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-37,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-36,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-35,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-34,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-33,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-32,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-31,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-30,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-29,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-28,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-27,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-26,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-25,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-24,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-23,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-22,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-21,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-20,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-19,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-18,,,三仓库/成品发货区2号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-17,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-16,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-15,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-14,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-13,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-12,,,三仓库/成品发货区5号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-11,,,三仓库/成品发货区五线大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-10,,,三仓库/成品发货区3号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-9,,,三仓库/成品发货区六线大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-8,,,三仓库/成品发货区1号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-7,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-6,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-5,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-4,,,三仓库/库外叉车存放处,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-3,,,三仓库/仓库大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-2,,,三仓库/库外纸皮托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCK-XHS-1,,,三仓库/库外塑料托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,SCK-35K-1,,,三仓库/充电间,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-78,,,三仓库/仓库办公室门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-77,,,三仓库/仓库办公室门口,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-76,,,三仓库/热熔胶区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-75,,,三仓库/热熔胶区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-74,,,三仓库/纸皮区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-73,,,三仓库/纸皮区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-72,,,三仓库/纸皮区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-71,,,三仓库/纸皮区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-70,,,三仓库/空罐区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-69,,,三仓库/空罐区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-68,,,三仓库/热缩膜区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-67,,,三仓库/热缩膜区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-66,,,三仓库/白糖区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-65,,,三仓库/白糖区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-64,,,三仓库/白糖区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-63,,,三仓库/白糖区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-62,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-61,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-60,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-59,,,三仓库/内容物区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-58,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-57,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-56,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-55,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-54,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-53,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-52,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-51,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-50,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-49,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-48,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-47,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-46,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-45,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-44,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-43,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-42,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-41,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-40,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-39,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-38,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-37,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-36,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-35,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-34,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-33,,,三仓库/成品库内,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-32,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-31,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-30,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
