序号,物料大类,条码/物料编码,物料名称/描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,供应链可用状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产,税率(%),物料来源,ABC分类,创建时间
296,综合物资,55000133,得力 白板笔 黑色 10支,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
297,综合物资,55000132,得力 白板檫 110*50*22mm 随机色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
298,综合物资,55000131,史泰博 中性笔替芯 0.5蓝色 30支,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
299,综合物资,55000130,史泰博 中性笔替芯 0.5红色 20支,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
300,综合物资,55000129,史泰博 中性笔替芯 0.5黑色 20支,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
301,综合物资,55000128,得力 中性笔芯 0.5mm 蓝色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
302,综合物资,55000127,得力 中性笔芯 0.5mm 红色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
303,综合物资,55000126,得力 中性笔芯 0.5mm 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
304,综合物资,55000125,得力 光敏印油 10ml 红色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
305,综合物资,55000124,得力 原子印油 10ml 蓝色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
306,综合物资,55000123,得力 原子印油 10ml 红色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
307,综合物资,55000122,得力 秒干印油 50ml 红色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
308,综合物资,55000121,史泰博 70G常规装复印纸 B5 白色 2500张,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
309,综合物资,55000120,史泰博 70G常规装复印纸 A5 白色 2500张,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
310,综合物资,55000102,BG-thinkplus 鼠标垫 封边 80*30cm 黑色/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
311,综合物资,55000101,BG-双飞燕 鼠标 黑色 按个销售/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
312,综合物资,55000100,BG-双飞燕 有线键盘 USB 黑色/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
313,综合物资,55000099,BG-戴尔 光电鼠标/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
314,综合物资,55000098,BG-戴尔DELL 有线键盘 全尺寸/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
315,综合物资,55000097,BG-兄弟 TN-2325 粉盒 2600页 黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
316,综合物资,55000096,BG-科思特 精品粉 专业版墨粉/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
317,综合物资,55000095,BG-科思特 专业版粉盒/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
318,综合物资,55000094,BG-史泰博 STBH-510 硒鼓/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
319,综合物资,55000093,BG-史泰博 STBH-500 硒鼓 黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
320,综合物资,55000092,BG-惠普 CF510A 硒鼓 204A黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
321,综合物资,55000091,BG-惠普 CF500A 硒鼓 202A黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
322,综合物资,55000090,BG-惠普 CF350A 硒鼓 130A黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
323,综合物资,55000089,BG-惠普 CF280A 硒鼓 80A黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
324,综合物资,55000088,BG-好顺 玻璃清洁剂(-15℃) 2L12瓶每箱/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
325,综合物资,55000087,BG-车之物语 玻璃水强力去污0℃ 1.8L/2024,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
326,综合物资,55000086,BG-维达 三层卷筒卫生纸 10卷每提 6提每箱/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
327,综合物资,55000085,BG-清风 双层220米大卷纸 12卷/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
328,综合物资,55000084,BG-清风 原木金装4层纸140克10卷/2024,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
329,综合物资,55000083,BG-清风 擦手纸 225mm*230mm 4000张/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
330,综合物资,55000082,BG-豪仕发 双层240米大卷纸 12卷每箱/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
331,综合物资,55000081,BG-豪仕发 三折擦手纸 4000张/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
332,综合物资,55000080,BG-洁云 一次性马桶座垫纸/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
333,综合物资,55000079,BG-史泰博 70G 复印纸 A4 白 2500张/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
334,综合物资,55000078,BG-史泰博 80G 复印纸 A3 白 2500张/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
335,综合物资,55000077,BG-佳印 A4 80g 复印纸 白 2500张/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
336,综合物资,55000076,BG-佳印 A4 70g 复印纸 白 2500张/2024,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
337,综合物资,55000074,BG-晨光 自粘性标签 24*55mm/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
338,综合物资,55000069,BG-3M 标签 9.444mm 20页 6色/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
339,综合物资,55000068,BG-得力 新国标8位组合孔插座总控开关 2米/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
340,综合物资,55000067,BG-得力 莹白系列延长线插座3组1.8米PE袋装/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
341,综合物资,55000066,BG-公牛 GN-606单控三联插座 1.8米/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
342,综合物资,55000065,BG-公牛 GN-403单控八联插座 1.8米/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
343,综合物资,55000064,BG-南孚LR6 碱性电池 7号 12粒/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
344,综合物资,55000063,BG-南孚LR6 碱性电池 5号 12粒/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
345,综合物资,55000062,BG-史泰博 长尾票夹 40mm 黑色 12个/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
346,综合物资,55000061,BG-史泰博 筒装长尾夹 32mm 黑色 24个/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
347,综合物资,55000060,BG-史泰博 筒装长尾夹 25mm 黑色 48个/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
348,综合物资,55000059,BG-史泰博 筒装长尾夹 19mm 黑色 40个/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
349,综合物资,55000058,BG-史泰博 筒装长尾夹 15mm 黑色 60个/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
350,综合物资,55000057,BG-得力 简装黑色长尾票夹 41mm/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
351,综合物资,55000056,BG-得力 筒装黑色长尾票夹 32mm/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
352,综合物资,55000055,BG-得力 筒装黑色长尾票夹 25mm/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
353,综合物资,55000054,BG-得力 筒装黑色长尾票夹 19mm/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
354,综合物资,55000053,BG-得力 筒装黑色长尾票夹 15mm /2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
355,综合物资,55000052,BG-红苹果 自封袋 340mm*240mm/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
356,综合物资,55000051,BG-红苹果 自封袋 280mm*200mm/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
357,综合物资,55000050,BG-红苹果 自封袋 170mm*240mm/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
358,综合物资,55000049,BG-史泰博 金属网状笔筒/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
359,综合物资,55000048,BG-史泰博 透明文件套 A4 透明色 20个/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
360,综合物资,55000047,BG-史泰博 A4网格拉链袋 330*242mm/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
361,综合物资,55000046,BG-史泰博 11孔资料袋 A4 20个/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
362,综合物资,55000045,BG-史泰博 资料册 40页 A4/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
363,综合物资,55000044,BG-得力 四联文件框/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
364,综合物资,55000043,BG-得力 经济型资料册 A4 40页 蓝色/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
365,综合物资,55000042,BG-得力 文件套 100只每包/2024,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
366,综合物资,55000041,BG-得力 中号网状圆笔筒 91*98mm/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
367,综合物资,55000040,BG-SPACEXPERT 箱子x3 63.5*43.5*33cm/2024,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
368,综合物资,55000039,BG-得力 语音计算器/2024,,办公用品,台,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
369,综合物资,55000038,BG-万能通 计算器/2024,,办公用品,台,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
370,综合物资,55000037,BG-得力 快干方型印台 137*88mm/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
371,综合物资,55000036,BG-得力 直尺 30CM/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
372,综合物资,55000035,BG-得力 直尺 20cm/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
373,综合物资,55000034,BG-得力 修正带套装 5mmx35m 6个/2024,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
374,综合物资,55000033,BG-得力 窄透明文具胶带 12mm*30y/2024,,办公用品,卷,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
375,综合物资,55000032,BG-得力 棉纸双面胶带 24mm*10y*80um/2024,,办公用品,卷,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
376,综合物资,55000031,BG-得力 橡胶圈 50g 本色/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
377,综合物资,55000030,BG-得力 封箱胶带 60mm*100y*50um/2024,,办公用品,组,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
378,综合物资,55000029,BG-得力 封箱胶带 48mm50y50um/2024,,办公用品,卷,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
379,综合物资,55000028,BG-得力 胶用胶纸座 120*60*50um/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
380,综合物资,55000027,BG-易旺贴 透明封箱带 48mm40y 透明色/2024,,办公用品,卷,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
381,综合物资,55000026,BG-得力 液体胶水 125ml/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
382,综合物资,55000025,BG-得力 PVA固体胶 21g/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
383,综合物资,55000024,BG-得力 美工刀 9mm/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
384,综合物资,55000023,BG-得力 剪刀 170mm/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
385,综合物资,55000022,BG-史泰博 办公剪刀 170mm/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
386,综合物资,55000021,BG-得力 全金属卷笔刀 单孔/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
387,综合物资,55000020,BG-得力 0594 卷笔刀/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
388,综合物资,55000019,BG-史泰博 透明直尺 30cm/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
389,综合物资,55000018,BG-史泰博 透明直尺 20cm/2024,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
390,综合物资,55000017,BG-得力 金属回形针 29mm/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
391,综合物资,55000016,BG-得力 厚层订书钉/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
392,综合物资,55000015,BG-得力 0012订书钉/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
393,综合物资,55000014,BG-得力 24/8 订书钉/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
394,综合物资,55000013,BG-得力 订书机 50页/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
395,综合物资,55000012,BG-史泰博 10#订书钉1000枚/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
396,综合物资,55000011,BG-史泰博 迷你订书机 /2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
397,综合物资,55000010,BG-史泰博 磁性 回形针筒/2024,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
398,综合物资,55000009,BG-史泰博 镀镍回形针 28mm 100枚/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
399,综合物资,55000008,BG-中华 绘图铅笔2B 12支每盒/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
400,综合物资,55000007,BG-得力 绘图铅笔 2B 12支/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
401,综合物资,55000006,BG-得力 美术4B橡皮擦 黄色/2024,,办公用品,块,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
402,综合物资,55000005,BG-得力 荧光笔套装(混) 6色/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
403,综合物资,55000004,BG-得力 细荧光笔套装(混) 6色/2024,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
404,综合物资,55000003,BG-得力 单头油性记号笔 黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
405,综合物资,55000002,BG-得力 中性笔 0.5mm 黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
406,综合物资,55000001,BG-史泰博 按压式中性笔 0.5mm/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
407,综合物资,55000000,BG-史泰博 记号笔 圆头 黑色/2024,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
408,综合物资,53002833,WH-盒装抽纸/2025,,渠道促销品宣传常规,盒,,RCX7战马促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
409,综合物资,53002832,WH-桶装抽纸/2025,,渠道促销品宣传常规,桶,,RCX6战马促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
410,综合物资,53002831,WH-软装抽纸/2025,,渠道促销品宣传常规,包,,RCX5战马促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
411,综合物资,53002830,WH-湿纸巾/2025,,渠道促销品宣传常规,包,,RCX4战马促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
412,综合物资,53002819,WH-纸巾包/2025,,渠道促销品宣传常规,包,,RCX3战马促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
413,综合物资,50013570,RB-陈列托盘/24孔,,渠道促销品宣传常规,个,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
414,综合物资,50013548,RB-无纺布手提袋/新疆/DW/2025,,渠道促销品宣传常规,个,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
415,综合物资,50013431,RB-四角帐篷篷布/2025,,渠道促销品宣传常规,顶,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
416,综合物资,50013327,经销商会议金属奖牌/2025,,渠道促销品宣传常规,块,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
417,综合物资,50012832,员工T恤/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
418,综合物资,50012704,RB-西裤（女款）/办公室人员/加厚/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
419,综合物资,50012703,RB-西裤（女款）/办公室人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
420,综合物资,50012702,RB-西裤（男款）/办公室人员/加厚/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
421,综合物资,50012701,RB-西裤（男款）/办公室人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
422,综合物资,50012700,RB-短袖衬衫（女款）/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
423,综合物资,50012699,RB-短袖衬衫（男款）/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
424,综合物资,50012698,RB-长袖衬衫（女款）/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
425,综合物资,50012697,RB-长袖衬衫（男款）/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
426,综合物资,50012696,RB-冬季长裤/办公室人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
427,综合物资,50012695,RB-冬季冲锋衣内胆/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
428,综合物资,50012694,RB-冬季冲锋衣/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
429,综合物资,50012693,RB-夏季长裤/办公室人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
430,综合物资,50012692,RB-夏季短袖T恤/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
431,综合物资,50012691,RB-春秋长裤/办公室人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
432,综合物资,50012690,RB-春秋长袖上衣/办公室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
433,综合物资,50012689,RB-棉马甲/全员通用/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
434,综合物资,50012688,RB-反光背心/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
435,综合物资,50012687,RB-白大褂长袖/实验室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
436,综合物资,50012686,RB-白大褂短袖/实验室人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
437,综合物资,50012685,RB-仓管服/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
438,综合物资,50012684,RB-连体净化服/升级款/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
439,综合物资,50012683,RB-连体净化服/普通款/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
440,综合物资,50012682,RB-分体净化服/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
441,综合物资,50012681,RB-冬季棉裤/叉车司机/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
442,综合物资,50012680,RB-冬季棉大衣长款/叉车司机/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
443,综合物资,50012679,RB-冬季棉大衣短款/叉车司机/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
444,综合物资,50012678,RB-夏季短袖/食堂人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
445,综合物资,50012677,RB-春秋长袖/食堂人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
446,综合物资,50012676,RB-冬季长裤/车间人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
